time,Meerssen,Gulp,Eyserbeek,Selzerbeek,Hommerich,Sippenaeken
2011-10-25,0.9050846,0.8285808,0.9000223,0.8877736,0.84977394,0.842083
2011-10-26,1.0520858,1.0962301,1.0983571,1.1160561,1.10846,1.1410853
2011-10-27,0.90187794,0.9711505,0.91361946,0.94457364,0.9492832,0.9429405
2011-10-28,0.75998783,0.79662013,0.78034544,0.7974177,0.79815835,0.82679576
2011-10-29,0.61174953,0.5910406,0.5816309,0.57882035,0.57589585,0.59541786
2011-10-30,0.66137934,0.6204091,0.65508544,0.6459321,0.6260682,0.6212636
2011-10-31,0.6221508,0.60237783,0.6138385,0.61425626,0.6017606,0.601115
2011-11-01,0.98839235,0.9751954,0.99140376,0.9937965,0.9799716,0.9784333
2011-11-02,0.96544117,0.93893343,0.9685773,0.9729451,0.9550562,0.9545245
2011-11-03,1.2110348,1.249254,1.253128,1.294375,1.2585973,1.211976
2011-11-04,1.6830305,1.6471673,1.7520794,1.7310569,1.7066165,1.8037329
2011-11-05,0.940667,0.9320969,0.90871984,0.9096504,0.9085679,0.93559116
2011-11-06,0.51694995,0.50176716,0.50859416,0.516722,0.49955478,0.4862806
2011-11-07,0.41025156,0.42519826,0.39529803,0.40562874,0.40566674,0.41690898
2011-11-08,0.53140426,0.53899765,0.52921766,0.53142047,0.5311926,0.5419602
2011-11-09,0.47401008,0.50321996,0.46127033,0.47416472,0.48121014,0.5103603
2011-11-10,0.46497616,0.46043473,0.46100447,0.46032077,0.45595303,0.4785135
2011-11-11,0.5710072,0.6073343,0.5742627,0.5875939,0.58774585,0.5948671
2011-11-12,0.38067552,0.38469192,0.37102842,0.37076256,0.37220582,0.39104417
2011-11-13,0.33801243,0.33706427,0.33984634,0.33697873,0.33589634,0.37171206
2011-11-14,0.2912149,0.29268396,0.2835591,0.2820019,0.2782798,0.30289125
2011-11-15,0.45586082,0.46764162,0.44721746,0.44773024,0.4526867,0.5009791
2011-11-16,0.3360103,0.3266956,0.32837617,0.31806445,0.32214737,0.38764492
2011-11-17,0.32919008,0.31495956,0.3236666,0.3264392,0.31610847,0.31417146
2011-11-18,0.26411298,0.26613548,0.27584895,0.27960905,0.2754312,0.2831223
2011-11-19,0.32831112,0.35125,0.33038917,0.33766246,0.3457333,0.37571904
2011-11-20,0.24282217,0.2507818,0.23509586,0.23864704,0.24117275,0.29981482
2011-11-21,0.2690939,0.27770054,0.28450856,0.28177398,0.2826855,0.33515573
2011-11-22,0.13215211,0.11476377,0.13053523,0.12379367,0.11819151,0.13499795
2011-11-23,0.049300127,0.067990676,0.056321148,0.0630627,0.06798119,0.09204187
2011-11-24,0.22270331,0.23058563,0.23239921,0.24058402,0.23980542,0.25864384
2011-11-25,0.26325032,0.262233,0.27710238,0.28268552,0.27186108,0.27415887
2011-11-26,0.31595653,0.31963116,0.3185392,0.3220524,0.3161844,0.31428537
2011-11-27,0.27392828,0.21511804,0.2557573,0.24400227,0.22389154,0.2174538
2011-11-28,0.29613066,0.29299724,0.27767202,0.2805206,0.28177395,0.30610058
2011-11-29,0.4613463,0.4861856,0.47106934,0.48806566,0.47714624,0.4606247
2011-11-30,0.37619925,0.36156175,0.37744716,0.3768015,0.36540732,0.38040963
2011-12-01,1.1117752,0.9484476,1.0568063,1.0190346,0.9850609,0.9870928
2011-12-02,1.103441,0.9547144,1.0438929,1.0110017,0.9648173,0.9570882
2011-12-03,0.99464285,0.7307333,0.9000223,0.8305179,0.7642037,0.73030597
2011-12-04,1.0023096,0.80217475,0.94609284,0.89780045,0.84077257,0.8338792
2011-12-05,1.2522653,1.1488428,1.2370243,1.2221928,1.1738244,1.1923021
2011-12-06,0.75839263,0.7465711,0.76815367,0.78932786,0.75185996,0.7428016
2011-12-07,1.5282323,1.3802302,1.472428,1.4562863,1.3841991,1.3477567
2011-12-08,0.72738415,0.60853064,0.6855838,0.64621687,0.61414224,0.58677727
2011-12-09,1.3640747,1.273666,1.350814,1.3427432,1.2913746,1.2777585
2011-12-10,0.47477514,0.42793286,0.465904,0.46789798,0.43924162,0.4598461
2011-12-11,0.2984095,0.30963278,0.30422056,0.31544384,0.3063095,0.30458137
2011-12-12,0.8788617,0.768505,0.8546355,0.83376515,0.7937146,0.78754276
2011-12-13,2.1268828,1.8014162,2.0334775,1.9527309,1.864274,1.8483982
2011-12-14,1.4487988,1.3577836,1.4091144,1.402107,1.3641453,1.3858323
2011-12-15,0.68628377,0.6523982,0.66370696,0.6660998,0.6417922,0.6353925
2011-12-16,0.8104966,0.75998783,0.7708883,0.7687044,0.7566076,0.74264973
2011-12-17,0.3379473,0.13538723,0.29989073,0.2460532,0.18762004,0.16249587
2011-12-18,0.34619993,0.15000026,0.2999287,0.25095272,0.19073446,0.14812092
2011-12-19,0.5707142,0.5474578,0.5681098,0.575459,0.54611903,0.5100375
2011-12-20,0.2832878,0.06517267,0.21264933,0.146696,0.097797334,0.05590539
2011-12-21,0.17370833,0.066224575,0.15734951,0.12555975,0.09274451,0.0616391
2011-12-22,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-23,0.45073342,0.35136396,0.43517765,0.4097876,0.37908027,0.35122147
2011-12-24,1.0356945,0.8637318,0.96800756,0.9214434,0.87134695,0.82721347
2011-12-25,0.26098773,0.27775753,0.27714035,0.28655952,0.28276145,0.28181195
2011-12-26,0.28719434,0.258245,0.28792682,0.27681747,0.26832882,0.2537063
2011-12-27,0.28278318,0.27587748,0.29335806,0.29248452,0.28633165,0.29377586
2011-12-28,0.4900759,0.45587713,0.49275625,0.4886923,0.46696743,0.45593405
2011-12-29,1.1623652,0.935857,1.0835446,1.018237,0.959348,0.9271595
2011-12-30,1.1591586,0.94539964,1.063073,1.00633,0.9527014,0.9246907
2011-12-31,0.043294225,0.0,0.018916326,0.0,0.0,0.0
2012-01-01,0.6374469,0.39423025,0.6027288,0.53831446,0.47379732,0.4356455
2012-01-02,1.1536816,0.9510371,1.1144114,1.0682935,1.0105947,1.0369086
2012-01-03,1.2399508,1.0826068,1.1875285,1.159981,1.106017,1.0917978
2012-01-04,1.0543875,1.0493289,1.0485922,1.0628456,1.042699,1.059248
2012-01-05,2.4313462,1.819217,2.2274427,2.0624666,1.8956747,1.7636596
2012-01-06,1.3552209,1.071043,1.280655,1.2083431,1.1155077,1.0660492
2012-01-07,1.226735,0.9195323,1.132742,1.0452688,0.9629691,0.9050991
2012-01-08,0.6883861,0.56447417,0.64846975,0.6141726,0.5829248,0.5855801
2012-01-09,0.46244165,0.34227052,0.4255894,0.3969285,0.3618261,0.34486595
2012-01-10,0.31034353,0.2782845,0.3194771,0.31397796,0.29970744,0.31954566
2012-01-11,0.37689203,0.3754456,0.39389622,0.40407234,0.38646114,0.38877392
2012-01-12,0.49355724,0.3981619,0.47266662,0.45289692,0.41551605,0.38849977
2012-01-13,0.5694448,0.4611715,0.5400277,0.50937945,0.4770181,0.4885647
2012-01-14,0.2377453,0.22622198,0.22652179,0.22563094,0.2178875,0.22974245
2012-01-15,0.22679101,0.21409288,0.22090273,0.22275293,0.21055527,0.2219991
2012-01-16,0.3212979,0.30310795,0.304607,0.30349347,0.28480303,0.28667036
2012-01-17,0.12952346,0.114002384,0.10824615,0.10809198,0.09125176,0.07283544
2012-01-18,0.27369207,0.20733452,0.23902774,0.23010221,0.20380543,0.18204844
2012-01-19,0.27090204,0.07997919,0.24769627,0.19736402,0.1448732,0.1288023
2012-01-20,0.9756366,0.76221406,0.8943405,0.83892024,0.78130716,0.7534342
2012-01-21,0.96384525,0.61193687,0.8626473,0.7645012,0.6759486,0.61477214
2012-01-22,1.2947959,1.1479033,1.2588296,1.2262284,1.1729324,1.175879
2012-01-23,0.6887826,0.5971353,0.66399086,0.6396128,0.6097183,0.61667377
2012-01-24,0.34520367,0.28517133,0.329893,0.31850058,0.2953217,0.29359144
2012-01-25,0.57385004,0.5341772,0.553904,0.5513686,0.5313933,0.51839054
2012-01-26,0.8016299,0.69164956,0.794601,0.77776086,0.73210555,0.71872586
2012-01-27,0.4790347,0.42825338,0.47318062,0.47191292,0.44004837,0.44529057
2012-01-28,0.31313357,0.26566714,0.2948763,0.2856081,0.26784277,0.2683225
2012-01-29,0.33761197,0.33664283,0.33376476,0.3440436,0.32314324,0.30589184
2012-01-30,0.17009564,0.16547379,0.1681035,0.17161539,0.1600859,0.13613616
2012-01-31,0.38416058,0.29994723,0.36586908,0.351393,0.31310418,0.26696917
2012-02-01,0.36313298,0.36979228,0.34024048,0.35493925,0.34267315,0.33791053
2012-02-02,0.26370683,0.27825877,0.22148506,0.2270185,0.2302906,0.24324204
2012-02-03,0.057277568,0.048525922,0.042735368,0.04194735,0.04074816,0.04847445
2012-02-04,0.08597035,0.08334557,0.07442866,0.074274495,0.07429161,0.081709474
2012-02-05,0.094912946,0.0844248,0.08518714,0.083165586,0.08189786,0.09793296
2012-02-06,0.08720382,0.07442862,0.076724224,0.07447997,0.07161901,0.07574773
2012-02-07,0.19386919,0.21681678,0.19311541,0.20034483,0.20445643,0.20474769
2012-02-08,0.22034465,0.23740019,0.21816163,0.22403768,0.22635043,0.2236437
2012-02-09,0.08510395,0.08650631,0.080390364,0.07997919,0.07908838,0.07737521
2012-02-10,0.15319426,0.15311345,0.14631233,0.14627805,0.14771707,0.15325053
2012-02-11,0.1136205,0.12173712,0.11180947,0.11508155,0.116503485,0.12016964
2012-02-12,0.0897001,0.09272503,0.089333,0.09087485,0.09245092,0.0992864
2012-02-13,0.0024416617,0.0060459715,0.005697211,0.006947783,0.010014279,0.029835423
2012-02-14,0.41891792,0.33988068,0.41839418,0.39148062,0.36415598,0.37577114
2012-02-15,0.76287854,0.5070924,0.6906474,0.6065662,0.5385886,0.47348896
2012-02-16,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-17,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-18,0.32219365,0.13738672,0.28511137,0.24053524,0.18362452,0.12650667
2012-02-19,0.810044,0.66816235,0.7598929,0.72240925,0.6792722,0.6651901
2012-02-20,0.53188276,0.5035204,0.5368069,0.5459722,0.509191,0.44837427
2012-02-21,0.55236715,0.4715017,0.5487304,0.53523076,0.4808897,0.37998545
2012-02-22,0.932392,0.91755366,0.9654018,0.9851887,0.92483455,0.8458414
2012-02-23,0.24237084,0.10734674,0.21881263,0.17634371,0.14250904,0.11477324
2012-02-24,0.25893453,0.11433643,0.24875844,0.21566042,0.15977763,0.099250585
2012-02-25,0.66533196,0.6537977,0.69821954,0.71336377,0.67704505,0.65521955
2012-02-26,0.4288444,0.3946928,0.45262286,0.446524,0.42764518,0.43929458
2012-02-27,0.6972993,0.73104334,0.7456393,0.76994896,0.7504019,0.75213224
2012-02-28,0.18269458,0.17433934,0.19256724,0.19124813,0.18526924,0.17533296
2012-02-29,0.30110726,0.28653324,0.2953217,0.2953217,0.28641334,0.27913252
2012-03-01,0.5387844,0.6029172,0.5707958,0.59916544,0.6003646,0.6189864
2012-03-02,0.33781752,0.36233997,0.3558986,0.36866146,0.36415592,0.36675993
2012-03-03,0.680075,0.7109225,0.7021598,0.72405386,0.70887536,0.7029136
2012-03-04,0.6745683,0.60386807,0.6532323,0.6382251,0.62750083,0.6783642
2012-03-05,1.430991,1.4313177,1.4257585,1.4424446,1.4138693,1.4042586
2012-03-06,0.9239779,0.96827996,0.9782162,1.0041019,0.9775652,0.95952576
2012-03-07,0.91475636,0.8101908,0.9063325,0.8899548,0.8411987,0.818294
2012-03-08,1.4129736,1.3513994,1.4085244,1.4050809,1.3621322,1.3470224
2012-03-09,0.9921563,1.010115,1.0439326,1.0628457,1.0304672,1.0091728
2012-03-10,0.3712533,0.34368387,0.382795,0.37791255,0.35839978,0.33585477
2012-03-11,0.98872024,1.0050526,0.99987036,1.0239915,0.9980202,0.97102094
2012-03-12,0.423191,0.46893203,0.44337186,0.4614799,0.4615655,0.46554002
2012-03-13,0.8291774,0.8871539,0.8766267,0.9006449,0.892833,0.8978011
2012-03-14,0.98927826,1.0692956,1.0310496,1.0631026,1.0605158,1.0747691
2012-03-15,1.5832653,1.6838441,1.650215,1.6884181,1.6873218,1.7510678
2012-03-16,1.8390626,2.0051363,1.9811949,2.045712,2.0437248,2.1273777
2012-03-17,1.2875273,1.332769,1.3819705,1.4098092,1.384746,1.4269749
2012-03-18,1.5377299,1.5294297,1.5528398,1.5702624,1.5294725,1.51611
2012-03-19,1.4335607,1.5044262,1.4912008,1.5205641,1.5006574,1.4984988
2012-03-20,1.5826044,1.6726658,1.6620358,1.6975664,1.6787218,1.6839982
2012-03-21,1.7132196,1.822095,1.7787012,1.8159277,1.8119019,1.8402715
2012-03-22,1.9398248,2.0796838,2.0116546,2.058098,2.062638,2.114546
2012-03-23,1.8741282,1.9628129,1.9408675,1.9698026,1.9615965,2.005693
2012-03-24,1.8516175,1.9601402,1.9318562,1.9672841,1.9627614,2.0046651
2012-03-25,1.9431436,2.0580723,2.030979,2.0661154,2.058629,2.0951192
2012-03-26,1.9578422,2.1075397,2.030739,2.0798893,2.0867932,2.1382904
2012-03-27,2.0022323,2.1367056,2.076823,2.1195145,2.1226323,2.1636965
2012-03-28,2.005786,2.146702,2.0934403,2.134316,2.1394556,2.1884172
2012-03-29,1.6421193,1.8161589,1.702192,1.7655098,1.7721567,1.7835321
2012-03-30,0.7859033,0.8127862,0.80189914,0.8202641,0.7971023,0.76150316
2012-03-31,1.0152838,1.0657237,1.0085732,1.0322659,1.0302616,1.0430759
2012-04-01,1.5355272,1.6742591,1.5952916,1.6316274,1.6404845,1.686808
2012-04-02,1.1631676,1.2613565,1.1762902,1.2053108,1.2193588,1.2451245
2012-04-03,2.011131,2.168005,2.1037533,2.1485522,2.1606297,2.2274253
2012-04-04,1.7001947,1.7817247,1.7293967,1.7550766,1.7589312,1.7984022
2012-04-05,1.1318756,1.2116324,1.1465843,1.1832628,1.1758448,1.1528201
2012-04-06,1.6239109,1.751068,1.6567249,1.7027572,1.7048302,1.7006844
2012-04-07,1.8302962,1.8406228,1.8157393,1.826258,1.8133751,1.8427213
2012-04-08,1.678154,1.7551024,1.7176443,1.7468536,1.733748,1.7126249
2012-04-09,2.3401432,2.0944853,2.224599,2.1601672,2.1107771,2.1099207
2012-04-10,1.6606064,1.4868237,1.5643522,1.5224143,1.4916805,1.5063791
2012-04-11,2.4628732,2.5595276,2.5395777,2.5771813,2.5608208,2.589276
2012-04-12,1.877021,1.9391713,1.9746507,1.9921591,1.9786596,2.0413778
2012-04-13,1.9128503,2.0513139,1.9715668,2.0141044,2.028272,2.0685482
2012-04-14,2.1053736,2.1810079,2.1661804,2.1892567,2.1807764,2.2443345
2012-04-15,1.6668472,1.7909243,1.7062691,1.7552823,1.7465624,1.7462883
2012-04-16,2.0561817,2.1727076,2.101218,2.1338534,2.1298618,2.1286113
2012-04-17,2.5448985,2.701222,2.6483285,2.6938982,2.693076,2.7100017
2012-04-18,2.6544418,2.7249146,2.7210686,2.7522306,2.7259681,2.7297714
2012-04-19,2.859021,2.8975484,2.9058144,2.9245563,2.8895054,2.8609474
2012-04-20,2.3988357,2.5064373,2.502711,2.5288193,2.517581,2.5420792
2012-04-21,2.4600098,2.4855452,2.4589913,2.4693046,2.4686537,2.520733
2012-04-22,2.5370276,2.6072726,2.5534544,2.58376,2.5783293,2.5955462
2012-04-23,2.8489478,2.9299269,2.9402485,2.9609435,2.94018,2.9744427
2012-04-24,2.189352,1.9808524,2.148912,2.0926352,2.0197065,2.022002
2012-04-25,2.465002,2.377386,2.4359667,2.419041,2.3833733,2.4153407
2012-04-26,3.6520216,3.7544215,3.7034552,3.75658,3.7212722,3.6565495
2012-04-27,2.3726978,2.5148914,2.4652615,2.51263,2.5030193,2.491627
2012-04-28,2.817421,2.9532342,2.9397347,2.9717364,2.9892447,3.1189983
2012-04-29,2.1594844,2.3055623,2.260712,2.3017075,2.310496,2.3534274
2012-04-30,3.0465665,3.1883378,3.1356156,3.1820421,3.172517,3.197649
2012-05-01,3.6425507,3.7792194,3.7304888,3.7766237,3.7717412,3.7950916
2012-05-02,1.6426919,1.5074071,1.628595,1.5840361,1.5319394,1.5192963
2012-05-03,1.9289439,1.9341605,1.991645,1.9993029,1.9672155,1.9839873
2012-05-04,2.8819427,3.046284,3.0317307,3.0791507,3.0839815,3.1568758
2012-05-05,1.1684979,0.97408754,1.0602417,1.0005043,0.9589947,0.92865485
2012-05-06,1.227939,1.0242741,1.1325706,1.0683962,1.0130616,0.9716034
2012-05-07,1.6923535,1.7433331,1.7063035,1.719666,1.7185011,1.7290369
2012-05-08,3.18796,3.47959,3.3828228,3.463529,3.4846182,3.4965246
2012-05-09,2.444092,2.5129898,2.5113451,2.5392008,2.5249133,2.5330336
2012-05-10,3.0489748,3.2600331,3.171112,3.2412484,3.2687614,3.31834
2012-05-11,2.6849997,2.7447784,2.7646167,2.8013124,2.7878816,2.8560305
2012-05-12,2.6823418,2.789646,2.7364185,2.7640514,2.750706,2.7347565
2012-05-13,2.2986605,2.488963,2.3641174,2.41385,2.4423397,2.5044582
2012-05-14,3.568528,3.8310504,3.697665,3.7650602,3.791477,3.834905
2012-05-15,3.0785632,3.060032,3.0818913,3.072572,3.0520828,3.090954
2012-05-16,3.4635072,3.492644,3.5041134,3.4922073,3.4751956,3.4996595
2012-05-17,3.3540518,3.5838175,3.4868793,3.547302,3.563731,3.6002896
2012-05-18,2.8474352,3.01776,2.9789658,3.0246725,3.0232334,3.022651
2012-05-19,2.9436455,2.9328563,2.9376786,2.9327278,2.9131467,2.9134722
2012-05-20,3.2611308,3.3258693,3.3390007,3.3452706,3.3448937,3.4413784
2012-05-21,2.3846948,2.4098668,2.4387763,2.449672,2.4239748,2.4160087
2012-05-22,3.3656523,3.3748226,3.4692686,3.458801,3.431545,3.4824936
2012-05-23,3.4189556,3.5385137,3.538822,3.5594826,3.564622,3.6242397
2012-05-24,4.146201,4.2776165,4.277668,4.306654,4.301857,4.3503394
2012-05-25,5.315732,5.818549,5.5253525,5.65329,5.729422,5.7880635
2012-05-26,5.0110216,5.4820695,5.1979012,5.3055043,5.395598,5.485882
2012-05-27,4.362248,4.719043,4.4896183,4.562341,4.641711,4.7247987
2012-05-28,4.3950233,4.782387,4.5547175,4.6387134,4.717809,4.7893157
2012-05-29,3.4697037,3.6417906,3.5993986,3.6360087,3.6607637,3.7719126
2012-05-30,3.193907,3.267074,3.26441,3.2655067,3.2731473,3.3520374
2012-05-31,2.6193178,2.6519604,2.6397285,2.6356683,2.628216,2.6510866
2012-06-01,2.6683183,2.882413,2.7063353,2.771144,2.8203628,2.910594
2012-06-02,2.9375808,2.969295,2.9928076,2.9916773,2.9608746,2.9056432
2012-06-03,1.6105777,1.5792052,1.5678128,1.5553067,1.5616112,1.6589007
2012-06-04,2.3610384,2.2788882,2.3616505,2.334086,2.3173828,2.4008644
2012-06-05,2.8897252,3.1170797,2.9911976,3.054995,3.0894291,3.1746757
2012-06-06,2.84861,2.7710667,2.8293736,2.796327,2.7677348,2.8037107
2012-06-07,2.3501136,2.374919,2.393378,2.3914936,2.3931382,2.4698017
2012-06-08,4.509324,4.802944,4.6635027,4.744997,4.75776,4.7616487
2012-06-09,3.5965745,3.9424734,3.7169893,3.8121886,3.8495867,3.8406441
2012-06-10,3.218121,3.3556523,3.3212183,3.3472238,3.367302,3.4518454
2012-06-11,2.2010849,1.8776524,2.152818,2.050543,1.957622,1.9791222
2012-06-12,3.1390321,3.1955588,3.1907108,3.1967409,3.1946507,3.2335224
2012-06-13,2.0048902,1.9602175,1.9720467,1.9579304,1.9314795,1.9257746
2012-06-14,3.172953,3.2670484,3.174744,3.1912932,3.2009208,3.2009037
2012-06-15,2.5507278,2.5938845,2.5624657,2.5762563,2.5817554,2.6384609
2012-06-16,3.0168898,2.8927686,3.0033607,2.9937844,2.9415162,2.9945896
2012-06-17,3.6841507,4.0208497,3.842049,3.9197059,3.9854393,4.0846477
2012-06-18,3.2699704,3.4247522,3.380904,3.4116209,3.4240754,3.47953
2012-06-19,2.323888,2.4353588,2.3800154,2.4024405,2.4198973,2.4809368
2012-06-20,2.8602252,2.7943487,2.7730455,2.7459607,2.726859,2.6629417
2012-06-21,3.3140671,3.388442,3.3631904,3.3774948,3.385701,3.4387398
2012-06-22,4.0802984,4.364499,4.183205,4.2541294,4.2882895,4.2932234
2012-06-23,3.6305537,3.8703673,3.7501557,3.810133,3.8311532,3.84431
2012-06-24,2.617335,2.465784,2.5879228,2.5481436,2.506994,2.5817728
2012-06-25,3.006508,3.0212803,3.054036,3.0415297,3.0209377,3.028904
2012-06-26,3.0538352,3.2014947,3.111803,3.1427255,3.174059,3.2565982
2012-06-27,1.7355543,1.8518267,1.8333503,1.8500023,1.8725128,1.9552921
2012-06-28,4.3670354,4.674407,4.5530047,4.62864,4.6812167,4.762608
2012-06-29,3.1596196,3.1317012,3.2341902,3.2260356,3.1920469,3.2771046
2012-06-30,3.5230806,3.631178,3.5460517,3.5695045,3.5710633,3.5633373
2012-07-01,3.1172116,3.3073416,3.1936228,3.2397065,3.263485,3.3271797
2012-07-02,3.352363,3.4918988,3.3863175,3.4121346,3.4418237,3.4823055
2012-07-03,3.7588048,3.9573522,3.8847406,3.9222755,3.9546025,4.0318656
2012-07-04,3.8213294,4.0553102,3.9287682,3.9762397,4.028953,4.1385436
2012-07-05,3.512611,3.503437,3.5526302,3.543396,3.531524,3.6234
2012-07-06,3.6116846,3.7468407,3.7007143,3.7347374,3.7477229,3.829012
2012-07-07,4.0632358,4.2657185,4.1638803,4.2147093,4.2398415,4.3059516
2012-07-08,3.1407063,3.277533,3.1828642,3.2270122,3.242996,3.3287733
2012-07-09,3.543007,3.8571076,3.6607635,3.7562203,3.8060386,3.8409698
2012-07-10,3.503492,3.4755042,3.5714405,3.5642624,3.5374515,3.6423817
2012-07-11,3.4609375,3.4236727,3.446449,3.4449244,3.4041345,3.3975556
2012-07-12,3.947334,4.0040183,3.9835548,4.0111365,3.976017,3.9294024
2012-07-13,2.6868498,2.6107163,2.703252,2.6906605,2.6521657,2.7291546
2012-07-14,3.0953326,2.971736,3.0892925,3.0447676,3.0104876,3.1015072
2012-07-15,2.4789522,2.3971982,2.4410036,2.4347677,2.4050274,2.4970746
2012-07-16,2.6286566,2.6738029,2.6290724,2.6439943,2.6606631,2.759135
2012-07-17,2.4520068,2.4627519,2.4013956,2.4119997,2.408762,2.4109719
2012-07-18,3.5916407,3.8879955,3.7408018,3.8235984,3.8711383,3.9175987
2012-07-19,3.4649315,3.669261,3.536115,3.604247,3.6282482,3.6580226
2012-07-20,2.1717606,2.0965667,2.1577518,2.1173043,2.1048841,2.171457
2012-07-21,3.1107361,3.3021507,3.1651847,3.2184293,3.2572834,3.330983
2012-07-22,3.3061373,3.412546,3.3624365,3.3848958,3.3956716,3.4304655
2012-07-23,4.6526265,4.8999257,4.767319,4.8303633,4.86908,4.959329
2012-07-24,4.487078,4.732662,4.580963,4.6419516,4.686596,4.7617517
2012-07-25,4.637664,4.8382006,4.7583084,4.8022504,4.826286,4.8880963
2012-07-26,4.4049788,4.6148663,4.5382714,4.5841837,4.6162543,4.6848145
2012-07-27,3.965792,4.102593,4.0180917,4.052355,4.081581,4.1614995
2012-07-28,2.8955257,2.8740096,2.9428184,2.9331388,2.9064653,2.954588
2012-07-29,4.014367,4.282242,4.091003,4.163315,4.1972528,4.242394
2012-07-30,4.05071,4.2568016,4.1239643,4.182999,4.207086,4.249932
2012-07-31,2.537424,2.7432368,2.6278393,2.6883476,2.7184649,2.781851
2012-08-01,4.563832,4.88425,4.7209954,4.799372,4.857876,4.964485
2012-08-02,3.3537877,3.497835,3.4621756,3.4999166,3.5031884,3.5422657
2012-08-03,3.3777668,3.5714064,3.456591,3.512354,3.5373144,3.5883148
2012-08-04,3.781712,4.058445,3.880869,3.9607701,4.011993,4.0820265
2012-08-05,3.3086047,3.442432,3.3823776,3.4198956,3.437404,3.5406723
2012-08-06,3.5831974,3.6821609,3.633833,3.6648412,3.6562068,3.6871119
2012-08-07,3.1836133,3.4273734,3.276128,3.3496904,3.375045,3.4060872
2012-08-08,1.9768876,2.1054065,2.028478,2.0575328,2.0872042,2.1783779
2012-08-09,2.9553196,3.1191351,3.0262487,3.0669188,3.0935752,3.143222
2012-08-10,3.5946364,3.8436165,3.6689184,3.7417784,3.7832193,3.8453724
2012-08-11,3.638718,4.0292015,3.7436113,3.8605509,3.9457285,4.051995
2012-08-12,4.005909,4.318038,4.1453443,4.2340336,4.2836976,4.3606353
2012-08-13,2.7273335,2.8309927,2.7847633,2.8043447,2.829305,2.9456794
2012-08-14,2.7774506,2.8304274,2.8594906,2.8671484,2.861375,2.9297125
2012-08-15,4.360266,4.7099714,4.547831,4.646063,4.700678,4.7924857
2012-08-16,3.5160027,3.8040683,3.6743317,3.7596636,3.8039484,3.904459
2012-08-17,3.94124,4.2631235,4.059653,4.145584,4.207189,4.3006244
2012-08-18,4.4779444,4.9819508,4.662269,4.795158,4.90348,5.021173
2012-08-19,4.527709,5.07793,4.758274,4.8962507,5.022133,5.161754
2012-08-20,3.3838603,3.6347497,3.5491695,3.6053264,3.6603184,3.7721183
2012-08-21,2.5152512,2.601054,2.6084807,2.6189651,2.6345549,2.7551258
2012-08-22,3.1576958,3.4519138,3.2907584,3.3616142,3.430517,3.6116993
2012-08-23,3.0364342,3.3124554,3.1597712,3.220331,3.288737,3.4320242
2012-08-24,3.0049808,3.093618,3.0521514,3.0667644,3.0939865,3.2082875
2012-08-25,3.5382347,3.718214,3.5732906,3.6369853,3.6630592,3.7296495
2012-08-26,2.5013897,2.3884099,2.410578,2.363535,2.3461637,2.4398212
2012-08-27,2.9140718,3.213521,2.9923966,3.091639,3.1452777,3.2193372
2012-08-28,2.4007003,2.5968654,2.4869158,2.5603242,2.582886,2.6296551
2012-08-29,3.0397677,3.348714,3.1351016,3.2338476,3.2935336,3.339052
2012-08-30,2.5330923,2.6916368,2.5698664,2.6116157,2.6317794,2.6153162
2012-08-31,1.8448627,1.7829838,1.7834635,1.7645333,1.7384077,1.7874037
2012-09-01,2.2088819,2.3684688,2.2361796,2.2859807,2.3148816,2.3507721
2012-09-02,2.2610252,2.436592,2.4005387,2.449158,2.4707096,2.5594504
2012-09-03,0.8008224,0.8178485,0.79651994,0.80402344,0.80834055,0.8450875
2012-09-04,2.3996727,2.5871778,2.476774,2.5266094,2.5686672,2.6454675
2012-09-05,1.9546263,2.1417937,1.9980865,2.0568645,2.0908363,2.09601
2012-09-06,1.6695197,1.8128184,1.7054125,1.7445922,1.7803115,1.8514069
2012-09-07,2.5516384,2.7789817,2.6535366,2.7156894,2.7629726,2.8526382
2012-09-08,2.5138123,2.6986265,2.6077952,2.6526284,2.689992,2.7898
2012-09-09,2.9617512,3.310965,3.0770264,3.159223,3.2513218,3.3650749
2012-09-10,2.4344592,2.6741369,2.540366,2.5939875,2.6653225,2.7975948
2012-09-11,1.7993126,1.6096821,1.7414914,1.700907,1.6497011,1.7072287
2012-09-12,2.2453277,2.371013,2.2669134,2.3128085,2.3161838,2.3465064
2012-09-13,1.7191374,1.7276064,1.6765633,1.6857972,1.6833473,1.7017635
2012-09-14,0.98854405,1.0376623,0.98948866,1.0102692,1.01755,1.068756
2012-09-15,1.6373028,1.7020891,1.6620699,1.687339,1.6865338,1.7300134
2012-09-16,2.194198,2.3721435,2.264104,2.3213916,2.3439708,2.3858573
2012-09-17,1.187176,1.3113118,1.247557,1.2876961,1.3125539,1.404447
2012-09-18,1.3235768,1.3756833,1.3409921,1.3678714,1.3611387,1.366775
2012-09-19,1.881764,1.9871738,1.9124635,1.9463153,1.9635153,2.045712
2012-09-20,1.783953,1.9661791,1.850893,1.913063,1.9411073,2.00583
2012-09-21,1.3237237,1.4367657,1.3586375,1.3958813,1.4188375,1.4858042
